original,primary,status
$technologies , llc$,ambiguous,curated
technology,ambiguous,curated
$tecolote energy operating, llc$,tecolote energy operating,curated
tecpetrol operating llc,tecpetrol operating,curated
tegraexcel,tegraexcel,curated
tegraexcel (ioc),tegraexcel,curated
tegraexcel (solvay),tegraexcel,curated
tekton energy,tekton energy,curated
$telesis operating co., inc.$,telesis operating,curated
tellurian operating llc,tellurian operating,curated
tellus,tellus,curated
$tellus operating group, llc$,tellus,curated
tema oil and gas,tema oil and gas,curated
tema oil and gas company,tema oil and gas,curated
temperature stabilizer,not a company,curated
templar operating llc,templar operating,curated
tenex,tenex,curated
tenex technologies,tenex,curated
$tenex technologies, llc$,tenex,curated
$tep barnett usa, llc$,tep,curated
tep rocky mountain llc,tep,curated
termo,termo,curated
terra,terra,curated
terra services,terra,curated
terra services llc,terra,curated
terrace energy,terrace energy,curated
terraser vices,terra,curated
terraservice s,terra,curated
terraservices,terra,curated
territory resources,territory resources,curated
tes,tes,curated
$tessera energy, llc$,tessera energy,curated
test,ambiguous,curated
tetra,tetra,curated
tetra chemical,tetra,curated
tetra technologies,tetra,curated
tetra technologies inc.,tetra,curated
$tetra technologies, inc.$,tetra,curated
tetrakis(hydr oxymethyl)ph osphonium sulfate,not a company,curated
tetris,tetris,curated
tex-star production,tex-star production,curated
$texakoma operating, l.p.$,texakoma operating,curated
texas american resources,texas american,curated
texas american resources co.,texas american,curated
texas american resources company,texas american,curated
texas american resources-houston,texas american,curated
texas energy,texas energy,curated
$texas energy holdings, inc.$,texas energy,curated
texas gathering,texas gathering,curated
texas international energy partners,texas international energy partners,curated
$texas presco, inc.$,texas presco,curated
texas quality chemicals,texas quality chemicals,curated
$texas quality chemicals, inc.$,texas quality chemicals,curated
texas royalty corp,texas royalty corp,curated
texas secondary oil corp,texas secondary,curated
texas secondary oil corp.,texas secondary,curated
texas secondary oil corporation,texas secondary,curated
texas secondary oilfield services,texas secondary,curated
texas south operating company,texas south operating company,curated
texas specialities,texas speciality,curated
texas speciality,texas speciality,curated
texas specialty,texas speciality,curated
texas specialty sands,texas speciality,curated
texas tank,texas tank,curated
texegy operating company llc,texegy,curated
$texegy, llc$,texegy,curated
texengy llc,texegy,curated
texland,texland,curated
texland petroleum,texland,curated
$texland petroleum, inc.$,texland,curated
$texland petroleum, lp$,texland,curated
texland petroluem,texland,curated
$texon oil company, inc.$,texon oil,curated
$texoz e&p i, inc.$,texoz e&p,curated
texstar,texstar,curated
texxol operating company,texxol operating company,curated
tfi operating,tfi operating,curated
tga,tga,curated
thatcher,thatcher,curated
thatcher company,thatcher,curated
$thatcher company, inc$,thatcher,curated
$thatcher company, inc.$,thatcher,curated
$the cumming company, inc.$,cumming,curated
the dehart company,dehart,curated
the dow chemical company,dow,curated
$the edmar company, llc$,edmar,curated
the nippon synthetic chemical industry co,nippon,curated
$the nippon synthetic chemical industry co., ltd.$,nippon,curated
the sabre compaies llc,sabre,curated
the sabre companies llc,sabre,curated
$the sabre companies, llc$,sabre,curated
the termo company,termo,curated
the warren corporation,warren,curated
third part,third party,curated
third party,third party,curated
third party delivered,third party,curated
third party vendor,third party,curated
third party/private,third party,curated
third party/private/ encana,third party,curated
third party/private/encana,third party,curated
third pary/private/ encana,third party,curated
third-party,third party,curated
thomas petroleum,thomas petroleum,curated
thompson engineering and production corp.,thompson engineering and production corp.,curated
thorp petroleum corporation,thorp petroleum corporation,curated
$three j energy, inc.$,three j energy,curated
three rivers,three rivers,curated
three rivers ii,three rivers,curated
three rivers operating,three rivers,curated
three rivers operating co,three rivers,curated
three rivers operating co ii llc,three rivers,curated
three rivers operating co iii llc,three rivers,curated
three rivers operating co.,three rivers,curated
three rivers operating company,three rivers,curated
three rivers operating company ii,three rivers,curated
$three rivers operating company, llc$,three rivers,curated
$three rivers operating ii, llc$,three rivers,curated
three rivers operation,three rivers,curated
three sands oil,three sands oil,curated
$three sands oil, inc.$,three sands oil,curated
$three span oil & gas, inc.$,three span oil & gas,curated
three streams energy,three streams energy,curated
three summits operating llc,three summits operating,curated
throne petroleum,throne petroleum,curated
thru tubing,thru tubing,curated
thru tubing solution,thru tubing,curated
thru tubing solutions,thru tubing,curated
thrutubing,thru tubing,curated
thrutubing solutions,thru tubing,curated
$thunder oil & gas, llc$,thunder oil & gas,curated
thunderbird resources lp,thunderbird resources,curated
tican,trican,curated
$tidal petroleum, inc.$,tidal,curated
tidewater logistics,tidewater,curated
tidewater operating company inc,tidewater,curated
tight rock,tight rock,curated
tight rock solutions,tight rock,curated
tightrock,tight rock,curated
tightrock solutions,tight rock,curated
tightrock solutions llc,tight rock,curated
tilden marcellus,tilden marcellus,curated
$tilden marcellus, llc$,tilden marcellus,curated
tilford pinson,tilford pinson,curated
$tilford pinson exploration, llc$,tilford pinson,curated
$tillman consulting llc, dba b&c operating$,tillman consulting dba b&c operating,curated
timber creek operating,timber creek operating,curated
timco,timco,curated
tirght rock solutions,tight rock,curated
titan,titan,curated
$titan energy, llc$,titan,curated
$titan exploration, llc$,titan,curated
titan oil & gas,titan,curated
$titan operating, llc$,titan,curated
titan sand,titan,curated
$titus oil & gas production, llc$,titus oil & gas production,curated
tmr,tmr,curated
$tmr exploration, inc.$,tmr,curated
toc oil inc.,toc oil,curated
toklan oil and gas,toklan oil and gas,curated
toklan oil and gas  corp,toklan oil and gas,curated
toklan oil and gas corporation,toklan oil and gas,curated
top operating co.,top operating,curated
tops,tops,curated
tops energy services,tops,curated
tops well services,tops,curated
tops well sevices,tops,curated
$torch production company, llc$,torch production company,curated
torqued up,torqued-up,curated
torqued-up,torqued-up,curated
tracer services,tracer services,curated
tracerco,tracerco,curated
$tracker resource dev iii, llc$,tracker resources,curated
tracker resources,tracker resources,curated
$tracker resources development iii, llc$,tracker resources,curated
tradition resources llc,tradition resources,curated
trail ridge e&p,trail ridge,curated
trail ridge energy partners,trail ridge,curated
trail ridge energy partners ii llc,trail ridge,curated
trans pacific oil,trans pacific oil,curated
trans pacific oil corp.,trans pacific oil,curated
trans pacific oil corporation,trans pacific oil,curated
$trap rock oil, ltd.$,trap rock oil,curated
travis peak,travis peak,curated
$travis peak resources, llc$,travis peak,curated
$treadstone energy partners operating, llc$,treadstone energy partners,curated
$treadstone energy partners, llc$,treadstone energy partners,curated
$trek resources, inc.$,trek resources,curated
trendwell energy corp,trendwell energy corp,curated
trent severn services,severn trent,curated
trey  resources,trey resources,curated
trey resouces,trey resources,curated
trey resouces inc.,trey resources,curated
trey resources,trey resources,curated
trey resources inc.,trey resources,curated
tri-c,tri-c,curated
$tri-c resources, llc$,tri-c,curated
triad energy,triad,curated
$triad energy, inc.$,triad,curated
triad hunter llc.,triad,curated
triana energy,triana energy,curated
triangle petroleum,triangle,curated
triangle usa petroleum corporation,triangle,curated
$tribune resources, llc$,trican,curated
trican,trican,curated
trican trican trican trican trican trican trican t,trican,curated
trican well,trican,curated
trican well service,trican,curated
trican well service lp,trican,curated
trican well service ltd.,trican,curated
$trican well service, lp$,trican,curated
$trican well service,lp$,trican,curated
trican well services,trican,curated
trican well services ltd.,trican,curated
trican?,trican,curated
triethyl phosphate,not a company,curated
trilogy,trilogy,curated
trilogy operating,trilogy,curated
$trilogy operating, inc.$,trilogy,curated
$trilogy resources, llc$,trilogy,curated
trinity,trinity,curated
$trinity operating (usg), llc$,trinity,curated
$trinity river energy operating, llc$,trinity,curated
trio consulting,trio consulting,curated
$trio consulting & management, llc$,trio consulting,curated
$trio consulting &amp; management, llc$,trio consulting,curated
triple crown resources,triple crown resources,curated
$tripowwer resources, llc$,tripowwer resources,curated
triumph,triumph,curated
triumph energy partners llc,triumph,curated
$triumph exploration, inc.$,triumph,curated
troy corporation,troy corporation,curated
trp energy,trp energy,curated
$trp energy, llc$,trp energy,curated
trp operating llc,trp energy,curated
trs 860,not a company,curated
tru,tru,curated
tru operating llc.,tru,curated
true chem,true chem,curated
true chemical,true chem,curated
true chemical services,true chem,curated
true chemical solution,true chem,curated
true chemical solutions,true chem,curated
true oil,true oil,curated
true oil company llc,true oil,curated
true oil llc,true oil,curated
$true wolf operating, llc$,true wolf,curated
true-chemical solution,true chem,curated
truevine operating,truevine,curated
$truevine operating, llc$,truevine,curated
truox inc,truox,curated
tss,tss,curated
tts,tts,curated
ttsi,ftsi,curated
tucker energy,tucker energy,curated
tucker energy services,tucker energy,curated
tucker energy services (tes),tucker energy,curated
tug hill operating,tug hill operating,curated
$tug hill operating, llc$,tug hill operating,curated
$tundra operating, llc$,tundra operating,curated
twilight energy llc,twilight energy,curated
$twisted oak operating, llc$,twisted oak operating,curated
tx am res,tx am res,curated
txon partners llc,txon partners,curated
txp inc,txp,curated
txp inc.,txp,curated
$txp, inc.$,txp,curated
u s a,ambiguous,curated
u.s silica,us silica,curated
u.s.,ambiguous,curated
$u.s. enercorp, ltd.$,us enercorp,curated
u.s. energy,us energy,curated
u.s. energy development corp,us energy,curated
u.s. energy development corp.,us energy,curated
u.s. oil chem,us oil chem,curated
u.s. sand co,us sand,curated
u.s. silica,us silica,curated
u.s. silica company,us silica,curated
u.s. water,us water,curated
u.s. well services,us well services,curated
$u.s. well services, inc.$,us well services,curated
